Satellite Name,ADM,ORG,Long_nom,Date of bringing into use,Status,Expiry Date for Bringing Into Use,Provision,
PACIFISAT-3W,PNG,,-3,15.11.2020,C,,11.2,
PACIFISAT-5,PNG,,61,07.12.2014,C,,11.2,
PACIFISAT-9,PNG,,116.1,25.10.2014,C,,11.2,
PACIFISAT-S-75E,PNG,,75,01.01.2017,C,,11.2,
PACSTAR-L4,PNG,,-121,07.08.2003,C,,11.2,
PAINANI,MEX,,N-GSO,30.08.2023,N,30.08.2023,11.2,
PAKSAT-1,PAK,,38,01.01.2003,C,,11.2,
PAKSAT-1R,PAK,,38,30.05.2011,C,,11.2,
PAKSAT-1R1,PAK,,38,01.01.2015,C,,11.2,
PAKSAT-MM1-38.2E,PAK,,38.2,01.03.2018,C,,11.2,
PAKSAT-MM1-38.2E-BSS,PAK,,38.2,01.03.2018,C,,5.1.2,
PAKTES-1,PAK,,N-GSO,09.07.2018,C,,11.2,
PALAPA PAC-C 146E,INS,,146,17.08.1998,C,,11.2,
PALAPA PAC-KU 146E,INS,,146,17.08.1998,C,,11.2,
PALAPA-B1,INS,,108,30.10.1983,C,,11.2,
PALAPA-B1,INS,,108,01.12.1998,C,,11.2,
PALAPA-B1,INS,,108,21.02.2006,C,,11.2,
PALAPA-B1-EC,INS,,108,01.12.1998,C,,11.2,
PALAPA-B2,INS,,113,30.06.1987,C,,11.2,
PALAPA-B3,INS,,118,30.04.1990,C,,11.2,
PALAPA-B3,INS,,118,01.12.2000,C,,11.2,
PALAPA-B3,INS,,118,01.01.2013,C,,11.2,
PALAPA-B3 TT&C,INS,,118,04.08.2011,C,,11.2,
PALAPA-B3-EC,INS,,118,16.03.2006,C,,11.2,
PALAPA-C1,INS,,113,01.02.1999,C,,11.2,
PALAPA-C1-B,INS,,113,01.05.2019,C,,11.2,
PALAPA-C1-B,INS,,113,31.12.2024,N,31.12.2024,11.2,
PALAPA-C1-K,INS,,113,21.11.2004,C,,11.2,
PALAPA-C2,INS,,108,10.08.2002,C,,11.2,
PALAPA-C3,INS,,118,01.02.1999,C,,11.2,
PALAPA-C3-K,INS,,118,15.07.2006,C,,11.2,
PALAPA-C4,INS,,150.5,17.01.1996,C,,11.2,
PALAPA-C4-A,INS,,150.5,20.01.2014,C,,11.2,
PALAPA-C4-B,INS,,150.5,11.12.2016,C,,11.2,
PALAPA-C4-K,INS,,150.5,15.08.2015,C,,11.2,
PAX-1,D,,N-GSO,15.03.2023,N,07.04.2029,11.2,
PAX-1,D,,N-GSO,10.11.2025,N,07.04.2029,11.2,
PAZ,E,,N-GSO,22.02.2018,C,,11.2,
PAZ_R,E,,N-GSO,22.02.2018,C,,11.2,
PERU-SAT01,PRU,,N-GSO,07.12.2016,C,,11.2,
PHL-MICROSAT,PHL,,N-GSO,27.04.2016,C,,11.2,
PLANET-C,J,,N-GSO,21.05.2010,C,,11.2,
PLANETUM1,CZE,,N-GSO,07.01.2029,N,07.01.2029,11.2,
PLEIADES,F,,N-GSO,23.01.2012,C,,11.2,
POTOK-1,RUS,,-13.5,30.04.1985,C,,11.2,
POTOK-1,RUS,,-13.5,01.10.1994,C,,11.2,
POTOK-2,RUS,,80,30.05.1984,C,,11.2,
POTOK-2,RUS,,80,01.10.1994,C,,11.2,
POTOK-3,RUS,,-168,29.06.1985,C,,11.2,
POTOK-3,RUS,,-168,30.06.1985,C,,11.2,
POTOK-3,RUS,,-168,01.10.1994,C,,11.2,
POTOK-ISS,RUS,,N-GSO,14.08.2018,C,,11.2,
P-P-SAT-1,ARG,,-81,17.10.2005,C,,11.2,
PRISM1,J,,N-GSO,23.01.2009,C,,11.2,
PRISM2,J,,N-GSO,21.11.2013,C,,11.2,
PROBA,F,ESA,N-GSO,22.10.2001,C,,11.2,
PROBA-2,F,ESA,N-GSO,02.11.2009,C,,11.2,
PROBA-3.0,F,ESA,N-GSO,01.09.2023,N,16.09.2029,11.2,
PROBA-V,F,ESA,N-GSO,07.05.2013,C,,11.2,
PROGNOZ-1,RUS,,-24,01.06.1984,C,,11.2,
PROGNOZ-2,RUS,,12,20.01.1985,C,,11.2,
PROGNOZ-3,RUS,,35,10.04.1985,C,,11.2,
PROGNOZ-4,RUS,,80,30.01.1985,C,,11.2,
PROGNOZ-4,RUS,,80,31.12.1992,C,,11.2,
PROGNOZ-4,RUS,,80,31.12.1994,C,,11.2,
PROGNOZ-5,RUS,,130,01.07.1993,C,,11.2,
PROGNOZ-6,RUS,,166,01.07.1993,C,,11.2,
PROGNOZ-7,RUS,,-159,01.07.1993,C,,11.2,
PROGNOZ-8,RUS,,98,31.12.1994,C,,11.2,
PROGNOZ-N,RUS,,N-GSO,26.09.2019,C,,11.2,
PROGNOZ-N,RUS,,N-GSO,26.09.2019,N,26.12.2024,11.2,
PROTEUS-OBS,F,,N-GSO,10.03.2005,C,,11.2,
PROTEUS-TPFO,F,,N-GSO,07.12.2001,C,,11.2,
PRSC-EOS,PAK,,N-GSO,01.07.2023,N,29.06.2028,11.2,
PRSS-O1R,PAK,,N-GSO,09.07.2018,C,,11.2,
PSLV,IND,,N-GSO,20.09.1993,C,,11.2,
PSN-146E,INS,,146,07.03.2019,C,,11.2,
PSN-146E,INS,,146,15.10.2019,C,,11.2,
PSN-146E,INS,,146,31.01.2024,N,31.01.2024,11.2,
PSN-146E,INS,,146,14.05.2025,N,14.05.2025,11.2,
PSYCHE,USA,,N-GSO,25.03.2026,N,25.03.2026,11.2,
PVSAT,KOR,,N-GSO,19.01.2028,N,19.01.2028,11.2,
QATARSAT-30B-26E,QAT,,26,22.11.2020,C,,A30B#8.1,
QATARSAT-6,QAT,,25.5,09.01.2016,C,,11.2,
QATARSAT-AMATEUR,QAT,,26,22.11.2020,C,,11.2,
QATARSAT-AMATEUR-2,QAT,,26,22.11.2020,C,,11.2,
QATARSAT-AMATEUR-2,QAT,,26,20.11.2025,N,20.11.2025,11.2,
QATARSAT-G3-24,QAT,,99,12.01.2022,C,,11.2,
QATARSAT-G4-25.9E,QAT,,25.9,01.01.2021,C,,11.2,
QB50_DIOD,BEL,,N-GSO,18.02.2023,N,18.02.2023,11.2,
QB50_DSC,BEL,,N-GSO,26.06.2017,C,,11.2,
QB50_ISS,BEL,,N-GSO,18.02.2023,N,18.02.2023,11.2,
QB50P,BEL,,N-GSO,14.04.2014,C,,11.2,
QMR-KWT,BUL,,N-GSO,16.07.2021,C,,11.2,
QS1,CHN,,N-GSO,06.02.2025,N,06.02.2025,11.2,
QS1,CHN,,N-GSO,09.05.2026,N,09.05.2026,11.2,
QSAT,J,,N-GSO,06.11.2014,C,,11.2,
QUETZAL-1,GTM,,N-GSO,08.08.2025,N,08.08.2025,11.2,
QUETZSAT-77,MEX,,-77,01.12.2009,C,,5.1.2/5.1.6,
QUETZSAT-77 TTC,MEX,,-77,18.06.2014,C,,11.2,
QZSS,J,,N-GSO,01.06.2017,C,,11.2,
QZSS-1,J,,N-GSO,11.09.2010,C,,11.2,
QZSS-A,J,,N-GSO,12.03.2025,N,13.03.2025,11.2,
QZSS-GS4,J,,127,29.08.2017,C,,11.2,
QZSS-GS-A1,J,,90.5,12.03.2025,N,13.03.2025,11.2,
QZSS-GS-A4,J,,127,12.03.2025,N,13.03.2025,11.2,
QZSS-GS-ISR1,J,,90.5,12.03.2025,N,07.01.2027,11.2,
QZSS-GS-ISR4,J,,127,12.03.2025,N,07.01.2027,11.2,
QZSS-ISR,J,,N-GSO,12.03.2025,N,07.01.2027,11.2,
RAADSAT,UAE,,N-GSO,17.02.2027,N,17.02.2027,11.2,
RADARSAT-2C,CAN,,N-GSO,14.12.2007,C,,11.2,
RADARSAT-3C,CAN,,N-GSO,01.08.2019,C,,11.2,
RADCUBE,HNG,,N-GSO,17.08.2021,C,,11.2,
RADIO-M,RUS,,N-GSO,23.06.1987,C,,11.2,
RADIOSAT-5,F,,-7,08.11.2002,C,,5.1.2,
RADIOSAT-5,F,,-7,08.11.2002,C,,5.1.6,
RADIOSAT-5A,F,,-7,15.05.2003,C,,5.1.6,
RADIOSAT-5A,F,,-7,15.05.2003,C,,5.1.2,
RADIOSAT-5C,F,,-7,01.06.2007,C,,5.1.2,
RADIOSAT-5C,F,,-7,01.06.2007,C,,5.1.6,
RAGGIANA-18,PNG,,-117,13.01.2017,C,,11.2,
RAGGIANA-2,PNG,,-65,01.11.2016,C,,11.2,
RAGGIANA-5,PNG,,-97,02.01.2017,C,,11.2,
RAISE-2,J,,N-GSO,01.10.2021,N,06.11.2027,11.2,
RANDEV ASTRIS-II,KOR,,N-GSO,06.12.2024,N,09.03.2028,11.2,
RASCOM-1F,CTI,RAS,2.9,29.01.2008,C,,A30B#8.1,
RASCOM-2F,CTI,RAS,2.9,29.01.2008,C,,A30B#8.1,
RASCOM-C,CTI,RAS,5.5,24.06.2006,C,,11.2,
REAKTOR HELLO WORLD,FIN,,N-GSO,11.10.2023,N,11.10.2023,11.2,
RESOURCESAT,IND,,N-GSO,22.04.2011,C,,11.2,
RESTORE-L,USA,,N-GSO,01.09.2023,N,16.06.2027,11.2,
RESURS-DK1,RUS,,N-GSO,30.09.2007,C,,11.2,
RGS-S-15E,RUS,,15,20.11.2025,N,08.12.2028,11.2,
RISAT,IND,,N-GSO,26.04.2012,C,,11.2,
RISAT-2B,IND,,N-GSO,22.05.2019,C,,11.2,
RISAT-2BR,IND,,N-GSO,11.12.2019,C,,11.2,
RISESAT,J,,N-GSO,24.05.2014,C,,11.2,
ROBUSTA-1B,F,,N-GSO,16.04.2016,C,,11.2,
ROSCOM-4,RUS,,49,12.05.2003,C,,11.2,
RS,RUS,,N-GSO,01.05.1978,C,,11.2,
RST-1,RUS,,36,28.01.1999,C,,5.1.2,
RST-1,RUS,,36,28.01.1999,C,,5.1.6,
RST-1,RUS,,36,01.06.2000,C,,5.1.2,
RST-1,RUS,,36,01.06.2000,C,,5.1.6,
RST-1A,RUS,,36,09.09.2012,C,,5.1.2,
RST-1A,RUS,,36,01.02.2016,C,,11.2,
RST-1A,RUS,,36,11.04.2016,C,,5.1.6,
RST-1A,RUS,,36,10.01.2019,C,,5.1.2,
RST-2A,RUS,,56,22.04.2014,C,,5.1.2,
RST-2A,RUS,,56,22.04.2014,C,,5.1.6,
RST-2A,RUS,,56,01.02.2016,C,,11.2,
RST-5,RUS,,140,10.06.2014,C,,5.1.2,
RST-5,RUS,,140,10.06.2014,C,,5.1.6,
RST-5,RUS,,140,01.02.2019,C,,11.2,
RST-5A,RUS,,140,10.01.2019,C,,5.1.2,
RST-5A,RUS,,140,10.01.2019,C,,5.1.6,
RST-5A,RUS,,140,12.08.2023,N,12.08.2023,5.1.2,
RST-5A,RUS,,140,12.08.2023,N,12.08.2023,5.1.6,
RUSATCOM-145E,RUS,,145,15.01.2017,C,,11.2,
S4P,SUI,,N-GSO,15.02.2017,C,,11.2,
SACI-1,B,,N-GSO,14.10.1999,C,,11.2,
SADKO-1,RUS,,85.4,01.12.2008,C,,11.2,
SAOCOM-1,ARG,,N-GSO,02.09.2019,C,,11.2,
SAPPHIRE,CAN,,N-GSO,25.02.2013,C,,11.2,
SAR,USA,,N-GSO,01.05.1983,C,,11.2,
SARAH,D,,N-GSO,25.06.2022,C,,11.2,
SARAL,IND,,N-GSO,25.02.2013,C,,11.2,
SATCOM-4/10E,BEL,,10,20.10.2006,C,,11.2,
SATCOM-4/20.2W,BEL,,-20.2,01.03.1999,C,,11.2,
SATLLA-1,ISR,,N-GSO,21.02.2022,C,,11.2,
SATMEX 7,MEX,,-113,22.02.2001,C,,11.2,
SATMEX 7,MEX,,-113,17.11.2009,C,,11.2,
SATMEX 8,MEX,,-116.8,24.08.2010,C,,11.2,
SAUDISAT-1C,ARS,,N-GSO,01.01.2007,C,,11.2,
SAUDISAT-2,ARS,,N-GSO,01.01.2008,C,,11.2,
SAUDISAT-5,ARS,,N-GSO,03.11.2014,C,,11.2,
SAUDISAT-6,ARS,,N-GSO,03.11.2014,C,,11.2,
SBTS B1,B,,-70,01.09.1994,C,,11.2,
SBTS B2,B,,-65,01.09.1994,C,,11.2,
SBTS B3,B,,-61,01.09.1994,C,,11.2,
SBTS B3,B,,-61,15.09.2004,C,,11.2,
SBTS B4,B,,-92,07.10.2000,C,,11.2,
SBTS C1,B,,-70,13.09.2003,C,,11.2,
SCISAT-1,CAN,,N-GSO,01.12.2002,C,,11.2,
SCOOB-I,SNG,,N-GSO,30.06.2022,C,,11.2,
SDO,USA,,N-GSO,11.02.2010,C,,11.2,
SDSAT,IND,,N-GSO,28.02.2021,C,,11.2,
SEAM,S,,N-GSO,10.02.2023,N,10.02.2023,11.2,
SECOMSAT B29E,E,,29,01.03.2005,C,,11.2,
SECOMSAT-4-30W,E,,-30,23.04.2006,C,,11.2,
SECOMSAT-LEO-1,E,,N-GSO,10.12.2024,N,16.06.2028,11.2,
SE-KA-117.5E,NOR,,117.5,03.01.2021,C,,11.2,
SE-KA-180E,NOR,,180,22.11.2015,C,,11.2,
SE-KA-28W,NOR,,-28,27.06.2018,C,,11.2,
SE-KA-55W,NOR,,-55,14.08.2015,C,,11.2,
SE-KA-56.5E,NOR,,56.5,18.04.2018,C,,11.2,
SE-KA-63E,NOR,,63,01.07.2014,C,,11.2,
SE-KA-83.5E,NOR,,83.5,08.08.2017,C,,11.2,
SELENA,RUS,,N-GSO,01.06.2011,C,,11.2,
SENTINEL-1,F,ESA,N-GSO,03.04.2014,C,,11.2,
SENTINEL-2,F,ESA,N-GSO,23.06.2015,C,,11.2,
SENTINEL-3,F,ESA,N-GSO,16.02.2016,C,,11.2,
SENTINEL-5P,F,ESA,N-GSO,17.10.2017,C,,11.2,
SERVIS-2,J,,N-GSO,02.06.2010,C,,11.2,
SHAHEEN SAT,ARS,,N-GSO,04.11.2013,C,,11.2,
SHAREDSAT_2141,BUL,,N-GSO,25.05.2022,C,,11.2,
SHARJAH-SAT-1,UAE,,N-GSO,12.12.2022,N,27.01.2028,11.2,
SHARJAH-SAT-1,UAE,,N-GSO,22.12.2022,N,27.01.2028,11.2,
SHARJAH-SAT-1,UAE,,N-GSO,03.01.2023,N,27.01.2028,11.2,
SHENZHOU,CHN,,N-GSO,03.10.2011,C,,11.2,
SICH-2,UKR,,N-GSO,17.08.2011,C,,11.2,
SICH-2M,UKR,,N-GSO,19.06.2023,N,25.03.2026,11.2,
SICH-2M,UKR,,N-GSO,25.03.2026,N,25.03.2026,11.2,
SICRAL-2A,I,,16.2,31.10.2000,C,,11.2,
SICRAL-2A,I,,16.2,03.08.2002,C,,11.2,
SICRAL-2A,I,,16.2,20.03.2007,C,,11.2,
SICRAL-3A,I,,16.2,31.01.2009,C,,11.2,
SICRAL-3H,I,,11.8,18.05.2009,C,,11.2,
SICRAL-4-37E,I,,37,05.07.2013,C,,11.2,
SIGNSAT-NGSO,CHN,,N-GSO,18.07.2025,N,18.07.2025,11.2,
SIMON BOLIVAR 2,CLM,ASA,-67,11.06.2005,C,,11.2,
SINOSAT-3C,CHN,,130,26.09.2011,C,,11.2,
SINOSAT-5,CHN,,110.5,21.06.2011,C,,11.2,
SINOSAT-92.2E,CHN,,92.2,09.06.2006,C,,11.2,
SIRION-1,AUS,,N-GSO,16.07.2021,C,,11.2,
SIRIUS,S,,5.2,21.02.1994,C,,5.1.2,
SIRIUS,S,,5.2,21.02.1994,C,,5.1.6,
SIRIUS-2,S,,4.8,21.11.1997,C,,11.2,
SIRIUS-2,S,,5,21.11.1997,C,,5.1.2,
SIRIUS-2,S,,5,21.11.1997,C,,5.1.6,
SIRIUS-3,S,,5.2,04.05.2000,C,,5.1.2,
SIRIUS-3,S,,5.2,04.05.2000,C,,5.1.6,
SIRIUS-30B,S,,5,01.06.2002,C,,A30B#8.1,
SIRIUS-30B-5E,S,,5,19.02.2007,C,,A30B#8.1,
SIRIUS-30B-5E,S,,5,11.12.2009,C,,A30B#8.1,
SIRIUS-30B-5E-3,S,,5,01.10.2013,C,,A30B#8.1,
SIRIUS-30B-5E-4,S,,5,10.07.2015,C,,A30B#8.1,
SIRIUS-30B-5E-4,S,,5,22.07.2015,C,,A30B#8.1,
SIRIUS-30B-5E-5,S,,5,02.10.2019,C,,A30B#8.1,
SIRIUS-3B,S,,5,02.04.2002,C,,11.2,
SIRIUS-4-BSS,S,,5,30.01.2008,C,,5.1.2,
SIRIUS-5-BSS,S,,4.8,30.01.2008,C,,5.1.2,
SIRIUS-5-BSS,S,,4.8,30.01.2008,C,,5.1.6,
SIRIUS-5-BSS,S,,4.8,01.02.2012,C,,5.1.2,
SIRIUS-5E,S,,5,29.01.2008,C,,11.2,
SIRIUS-5E,S,,5,04.02.2010,C,,11.2,
SIRIUS-5E,S,,5,02.09.2010,C,,11.2,
SIRIUS-5E-2,S,,5,08.10.2012,C,,11.2,
SIRIUS-6-BSS,S,,4.8,01.11.2013,C,,5.1.2,
SIRIUS-7-BSS,S,,4.8,08.02.2019,C,,5.1.6,
SIRIUS-N-BSS,S,,4.8,16.12.2017,C,,5.1.2,
SIRIUS-P,S,,5,01.10.2004,C,,11.2,
SIRIUS-P,S,,5,21.02.2007,C,,11.2,
SIRTF,USA,,N-GSO,25.08.2003,C,,11.2,
SI-SAT-BILIKIKI,SLM,,N-GSO,30.06.2023,N,28.12.2024,11.2,
SI-SAT-BILIKIKI,SLM,,N-GSO,30.06.2023,N,30.06.2023,11.2,
SI-SAT-KURUKURU,SLM,,N-GSO,30.11.2018,C,,11.2,
SI-SAT-KURUKURU-TTC,SLM,,N-GSO,31.03.2023,N,12.03.2028,11.2,
SISCOMIS-2,B,,-65,15.06.1998,C,,11.2,
SISCOMIS-2A,B,,-65,06.09.2011,C,,11.2,
SISCOMIS-3,B,,-70,15.06.1998,C,,11.2,
SISCOMIS-3A,B,,-70,06.09.2011,C,,11.2,
SISCOMIS-4,B,,-75,22.03.2007,C,,11.2,
SISCOMIS-4A,B,,-75,11.06.2017,C,,11.2,
SJ-9,CHN,,N-GSO,14.10.2012,C,,11.2,
SJC-1,J,,124,01.04.1998,C,,11.2,
SKY-F,RUS,,N-GSO,22.10.2022,C,,11.2,
SKY-G2,RRW,,N-GSO,30.06.2021,C,,11.2,
SKY-G3,RRW,,N-GSO,30.06.2021,C,,11.2,
SKYNET-4A,G,,-1,07.08.1986,C,,11.2,
SKYNET-4B,G,,6,07.02.1990,C,,11.2,
SKYNET-4C,G,,53,31.07.1990,C,,11.2,
SKYNET-4D,G,,-34,11.08.1995,C,,11.2,
SKYNET-4J,G,,-1,01.12.2002,C,,11.2,
SKYNET-4K,G,,6,01.12.1999,C,,11.2,
SKYNET-4K,G,,6,01.12.2002,C,,11.2,
SKYNET-4L,G,,53,01.12.1999,C,,11.2,
SKYNET-4L,G,,53,01.12.2002,C,,11.2,
SKYNET-4M,G,,-34,01.12.1999,C,,11.2,
SKYNET-4M,G,,-34,01.12.2002,C,,11.2,
SKYNET-5A,G,,-34,07.08.2006,C,,11.2,
SKYNET-5B,G,,-1,07.08.2006,C,,11.2,
SKYNET-5C,G,,6,07.08.2006,C,,11.2,
SKYNET-5C-KA3,G,,6,01.12.2021,C,,11.2,
SKYNET-5D,G,,53,21.04.2006,C,,11.2,
SKYNET-5E,G,,-17.8,07.08.2006,C,,11.2,
SKYNET-5E,G,,-17.8,01.03.2007,C,,11.2,
SMAP,USA,,N-GSO,31.01.2015,C,,11.2,
SMMSAT-2R,S,,-33.5,19.08.2018,C,,11.2,
SMMSAT-7R,S,,159,18.05.2021,C,,11.2,
SMOG-1,HNG,,N-GSO,31.03.2021,C,,11.2,
SMOS,F,ESA,N-GSO,02.11.2009,C,,11.2,
S-NET1,D,,N-GSO,01.02.2018,C,,11.2,
SNI,IND,,N-GSO,28.02.2021,C,,11.2,
SNIPE,KOR,,N-GSO,25.07.2026,N,25.07.2026,11.2,
SNUGLITE-II,KOR,,N-GSO,27.08.2027,N,27.08.2027,11.2,
SNUSAT-2,KOR,,N-GSO,15.11.2018,C,,11.2,
SOCRATES,J,,N-GSO,31.03.2014,C,,11.2,
SOHO,F,ESA,N-GSO,02.12.1995,C,,11.2,
SOLAR ORBITER,F,ESA,N-GSO,10.02.2020,C,,11.2,
SOLAR-B,J,,N-GSO,23.09.2006,C,,11.2,
SOLAR-B,J,,N-GSO,31.07.2008,C,,11.2,
SOLAR-B,J,,N-GSO,15.11.2008,C,,11.2,
SOLAR-B,J,,N-GSO,27.10.2009,C,,11.2,
SOLIDARIDAD 2M,MEX,,-113,01.01.1994,C,,11.2,
SOLIDARIDAD 2MA,MEX,,-113,31.07.1994,C,,11.2,
SOMP2B,D,,N-GSO,24.01.2021,C,,11.2,
SOMP-TUD-R,D,,N-GSO,01.01.2019,C,,11.2,
SONATE,D,,N-GSO,05.07.2019,C,,11.2,
SPACEKEY-2,CHN,,N-GSO,31.10.2016,C,,11.2,
SPACENET-IOM,G,,N-GSO,24.11.2023,N,13.12.2024,11.2,
SPATIUM,J,,N-GSO,20.03.2019,C,,11.2,
SPECTR-RG,RUS,,N-GSO,13.07.2019,C,,11.2,
SPORT,B,,N-GSO,29.12.2022,C,,11.2,
SPOT-2,F,,N-GSO,22.03.1990,C,,11.2,
SPOT-3,F,,N-GSO,26.11.1993,C,,11.2,
SPOT-4(POAM),USA,,N-GSO,01.01.1997,C,,11.2,
SPP,USA,,N-GSO,12.08.2018,C,,11.2,
SPPOSS-2-01,CHN,,N-GSO,16.08.2016,C,,11.2,
SPPOSS-3-01,CHN,,N-GSO,17.12.2015,C,,11.2,
SPPOSS-4-01,CHN,,N-GSO,02.04.2016,C,,11.2,
SPPOSS-9-01,CHN,,N-GSO,31.08.2019,C,,11.2,
SPRINT-A,J,,N-GSO,14.09.2013,C,,11.2,
SPRITE-SAT,J,,N-GSO,23.01.2009,C,,11.2,
SSIETSAT,IND,,N-GSO,28.02.2021,C,,11.2,
SSOT,CHL,,N-GSO,16.12.2011,C,,11.2,
ST,USA,,N-GSO,24.04.1990,C,,11.2,
ST OMNI,USA,,N-GSO,01.06.1986,C,,11.2,
ST-1A,SNG,,88,25.08.1998,C,,11.2,
ST-1A-CK,SNG,,88,01.01.2008,C,,11.2,
ST-2A-CK,SNG,,88,02.12.2014,C,,11.2,
STARS,J,,N-GSO,23.01.2009,C,,11.2,
STATSIONAR-1,RUS,,80,01.12.1970,C,,11.2,
STATSIONAR-10,RUS,,-170,30.06.1982,C,,11.2,
STATSIONAR-10,RUS,,-170,23.08.2005,C,,11.2,
STATSIONAR-10A,RUS,,-170,31.07.1992,C,,11.2,
STATSIONAR-10A,RUS,,-170,01.10.1994,C,,11.2,
STATSIONAR-10A,RUS,,-170,23.08.2005,C,,11.2,
STATSIONAR-128E,RUS,,128,30.10.2018,C,,11.2,
STATSIONAR-15,RUS,,128,01.07.1984,C,,11.2,
STATSIONAR-15,RUS,,128,01.10.1994,C,,11.2,
STATSIONAR-17,RUS,,-26.5,15.08.1994,C,,11.2,
STATSIONAR-17,RUS,,-26.5,01.10.1994,C,,11.2,
STATSIONAR-17,RUS,,-26.5,23.08.2005,C,,11.2,
STATSIONAR-18,RUS,,8,15.08.1994,C,,11.2,
STATSIONAR-18,RUS,,8,01.10.1994,C,,11.2,
STATSIONAR-19,RUS,,23,15.08.1994,C,,11.2,
STATSIONAR-19,RUS,,23,01.10.1994,C,,11.2,
STATSIONAR-2,RUS,,35,01.09.1977,C,,11.2,
STATSIONAR-2,RUS,,35,01.10.1994,C,,11.2,
STATSIONAR-2,RUS,,35,23.08.2005,C,,11.2,
STATSIONAR-20,RUS,,70,31.12.1990,C,,11.2,
STATSIONAR-20,RUS,,70,01.10.1994,C,,11.2,
STATSIONAR-20,RUS,,70,23.08.2005,C,,11.2,
STATSIONAR-20,RUS,,70,12.06.2014,C,,11.2,
STATSIONAR-21,RUS,,103,28.01.1989,C,,11.2,
STATSIONAR-22,RUS,,1,31.12.1992,C,,11.2,
STATSIONAR-22,RUS,,1,31.12.1995,C,,11.2,
STATSIONAR-22,RUS,,1,23.08.2005,C,,11.2,
STATSIONAR-23,RUS,,15,15.09.1995,C,,11.2,
STATSIONAR-23,RUS,,15,31.12.1995,C,,11.2,
STATSIONAR-24,RUS,,49,20.12.1992,C,,11.2,
STATSIONAR-24,RUS,,49,01.10.1994,C,,11.2,
STATSIONAR-24,RUS,,49,01.01.2004,C,,11.2,
STATSIONAR-24,RUS,,49,23.08.2005,C,,11.2,
STATSIONAR-27,RUS,,12,01.08.1992,C,,11.2,
STATSIONAR-27,RUS,,12,01.10.1994,C,,11.2,
STATSIONAR-27,RUS,,12,11.10.1994,C,,11.2,
STATSIONAR-27,RUS,,12,23.08.2005,C,,11.2,
STATSIONAR-3,RUS,,85,20.10.1976,C,,11.2,
STATSIONAR-3,RUS,,85,01.10.1994,C,,11.2,
STATSIONAR-3,RUS,,85,23.08.2005,C,,11.2,
STATSIONAR-6,RUS,,90,09.01.1981,C,,11.2,
STATSIONAR-8,RUS,,-25,30.06.1982,C,,11.2,
STATSIONAR-8,RUS,,-25,01.10.1994,C,,11.2,
STATSIONAR-8,RUS,,-25,23.08.2005,C,,11.2,
STATSIONAR-9,RUS,,45,31.03.1982,C,,11.2,
STATSIONAR-9,RUS,,45,23.08.2005,C,,11.2,
STATSIONAR-9A,RUS,,45,31.07.1992,C,,11.2,
STATSIONAR-9A,RUS,,45,01.10.1994,C,,11.2,
STATSIONAR-9A,RUS,,45,23.08.2005,C,,11.2,
STATSIONAR-D3,RUS,,35,10.06.1994,C,,11.2,
STATSIONAR-D3,RUS,,35,10.06.1994,C,,A30B#8.1,
STATSIONAR-D4,RUS,,45,10.06.1994,C,,11.2,
STATSIONAR-D4,RUS,,45,10.06.1994,C,,A30B#8.1,
STATSIONAR-D5,RUS,,85.4,10.06.1994,C,,A30B#8.1,
STATSIONAR-D5,RUS,,85.4,10.06.1994,C,,11.2,
STATSIONAR-D6,RUS,,128,10.06.1994,C,,11.2,
STATSIONAR-D6,RUS,,128,10.06.1994,C,,A30B#8.1,
STATSIONAR-M2,RUS,,-3,01.04.2004,C,,11.2,
STEAM-1,NOR,,N-GSO,27.12.2019,C,,11.2,
STEAM-2,NOR,,N-GSO,05.06.2021,C,,11.2,
STEPCUBELAB-II,KOR,,N-GSO,28.03.2029,N,28.03.2029,11.2,
STEREO,USA,,N-GSO,25.10.2006,C,,11.2,
STRIPE,F,,N-GSO,10.11.2022,N,01.03.2024,11.2,
STSAT-2,KOR,,N-GSO,25.01.2012,C,,11.2,
STSAT-3,KOR,,N-GSO,21.11.2013,C,,11.2,
STW-1,CHN,,125,17.04.1984,C,,11.2,
STW-2,CHN,,103,30.04.1986,C,,11.2,
SULTAN,UAE,,N-GSO,01.04.2027,N,01.04.2027,11.2,
SUNSTORM,FIN,,N-GSO,17.08.2021,C,,11.2,
SUOMI 100,FIN,,N-GSO,07.07.2023,N,07.07.2023,11.2,
SUPERBIRD-A,J,,158,01.12.1992,C,,11.2,
SUPERBIRD-A2,J,,158,07.05.2004,C,,11.2,
SUPERBIRD-A2-R,J,,158,01.11.2008,C,,11.2,
SUPERBIRD-A2-R,J,,158,26.12.2009,C,,11.2,
SUPERBIRD-B,J,,162,27.02.1992,C,,11.2,
SUPERBIRD-B,J,,162,01.04.1996,C,,11.2,
SUPERBIRD-B2,J,,162,17.01.2002,C,,11.2,
SUPERBIRD-B2-KA,J,,162,17.01.2002,C,,11.2,
SUPERBIRD-B2-R,J,,162,01.11.2008,C,,11.2,
SUPERBIRD-C,J,,144,28.07.1997,C,,11.2,
SUPERBIRD-C,J,,144,03.06.2000,C,,11.2,
SUPERBIRD-C2,J,,144,01.11.2008,C,,11.2,
SWARM,F,ESA,N-GSO,22.11.2013,C,,11.2,
SWIFT,USA,,N-GSO,20.11.2004,C,,11.2,
SWOT,F,,N-GSO,30.11.2023,N,30.11.2023,11.2,
