Network Name,Longitude,ITU Administration,Previous Name,Planned or Non-Planned,Highest Maturity,Brought-into-Use Date,Late-Stage Filing Date,Early-Stage Filing Date,Suspensions,Link
CHNSAT-130E,130.0,CHN ,n/a,Non-Planned,N,2010-12-12,2010-10-28,2004-07-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHNSAT-130E&sel_satname=CHNSAT-130E&plan_id=
PROGNOZ-5,130.0,RUS ,n/a,Non-Planned,N,1993-07-01,1986-08-20,1985-10-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PROGNOZ-5&sel_satname=PROGNOZ-5&plan_id=
TOR-10M,130.0,RUS ,n/a,Non-Planned,N,2005-09-02,1998-04-27,1996-01-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TOR-10M&sel_satname=TOR-10M&plan_id=
DFH-3A-OD,130.0,CHN ,n/a,Non-Planned,N,2006-01-31,1997-01-12,1996-07-12,"[['T', '2010-05-01', '2010-12-12']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-3A-OD&sel_satname=DFH-3A-OD&plan_id=
GALS-5,130.0,RUS ,n/a,Non-Planned,N,1986-06-25,1982-04-05,1981-07-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GALS-5&sel_satname=GALS-5&plan_id=
CHINASAT-4,130.0,CHN ,n/a,Non-Planned,N,2000-06-18,1992-10-05,1991-01-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-4&sel_satname=CHINASAT-4&plan_id=
CHNSAT-30B-130E,130.0,CHN ,n/a,Planned,P,n/a,n/a,2019-09-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHNSAT-30B-130E&sel_satname=CHNSAT-30B-130E&plan_id=plan
USOBO-10C,130.6,USA ,n/a,Non-Planned,C,n/a,n/a,2022-12-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-10C&sel_satname=USOBO-10C&plan_id=
USOBO-10B,130.6,USA ,n/a,Non-Planned,C,n/a,n/a,2018-05-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-10B&sel_satname=USOBO-10B&plan_id=
MADAR-131E,131.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2021-05-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-131E&sel_satname=MADAR-131E&plan_id=
P-SAT-131E,131.0,PNG ,n/a,Non-Planned,C,n/a,n/a,2018-12-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=P-SAT-131E&sel_satname=P-SAT-131E&plan_id=
VINASAT-5,131.8,VTN ,n/a,Non-Planned,C,n/a,n/a,2022-12-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VINASAT-5&sel_satname=VINASAT-5&plan_id=
VINASAT-FSS-131E-III,131.8,VTN ,n/a,Planned,N,2012-06-06,2007-12-31,2004-06-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VINASAT-FSS-131E-III&sel_satname=VINASAT-FSS-131E-III&plan_id=plan
VIETSAT-132,131.9,VTN ,n/a,Non-Planned,N,2012-05-16,2015-07-21,2008-11-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VIETSAT-132&sel_satname=VIETSAT-132&plan_id=
VINASAT-3,132.0,VTN ,n/a,Non-Planned,C,n/a,n/a,2020-12-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VINASAT-3&sel_satname=VINASAT-3&plan_id=
VINASAT-4,132.0,VTN ,n/a,Non-Planned,C,n/a,n/a,2021-12-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VINASAT-4&sel_satname=VINASAT-4&plan_id=
EDRS-132,132.0,F ,n/a,Non-Planned,A,n/a,n/a,2017-09-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=EDRS-132&sel_satname=EDRS-132&plan_id=
N-SAT-Y22-132E,132.0,J ,n/a,Non-Planned,C,n/a,n/a,2022-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-132E&sel_satname=N-SAT-Y22-132E&plan_id=
N-SAT-Y15-132E,132.0,J ,n/a,Non-Planned,N,2022-03-28,2020-01-09,2015-05-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-Y15-132E&sel_satname=N-SAT-Y15-132E&plan_id=
JMCS-6-132E,132.0,J ,n/a,Non-Planned,C,n/a,n/a,2020-01-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-132E&sel_satname=JMCS-6-132E&plan_id=
IOMSAT-132E,132.0,G ,n/a,Non-Planned,C,n/a,n/a,2020-02-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IOMSAT-132E&sel_satname=IOMSAT-132E&plan_id=
F-SAT-N7-132E,132.0,F ,n/a,Non-Planned,C,n/a,n/a,2019-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-132E&sel_satname=F-SAT-N7-132E&plan_id=
N-SAT-Y18-132E,132.0,J ,n/a,Non-Planned,C,n/a,n/a,2018-01-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-132E&sel_satname=N-SAT-Y18-132E&plan_id=
VIETSAT132,132.0,VTN ,n/a,Non-Planned,C,n/a,n/a,2016-01-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VIETSAT132&sel_satname=VIETSAT132&plan_id=
JCSAT-FO-132E,132.0,J ,n/a,Non-Planned,N,2005-12-27,2005-12-27,2002-12-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JCSAT-FO-132E&sel_satname=JCSAT-FO-132E&plan_id=
VINASAT-4A3,132.0,VTN ,n/a,Non-Planned,N,2008-05-22,2010-04-20,2004-01-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VINASAT-4A3&sel_satname=VINASAT-4A3&plan_id=
N-STAR-F,132.0,J ,n/a,Non-Planned,N,2007-10-15,2007-10-03,2007-03-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-STAR-F&sel_satname=N-STAR-F&plan_id=
VINASAT-4A2,132.0,VTN ,n/a,Non-Planned,N,2008-05-22,2007-01-23,2001-05-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VINASAT-4A2&sel_satname=VINASAT-4A2&plan_id=
D-STAR-1,132.0,J ,n/a,Non-Planned,N,2006-07-01,1998-11-02,1997-10-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=D-STAR-1&sel_satname=D-STAR-1&plan_id=
N-STAR-A2,132.0,J ,n/a,Non-Planned,N,2005-12-27,1998-11-02,1997-10-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-STAR-A2&sel_satname=N-STAR-A2&plan_id=
N-STAR-A,132.0,J ,n/a,Non-Planned,N,1995-06-01,1991-11-16,1991-05-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-STAR-A&sel_satname=N-STAR-A&plan_id=
VINASAT-TTC,132.0,VTN ,n/a,Non-Planned,N,2008-05-23,2009-03-09,2006-05-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VINASAT-TTC&sel_satname=VINASAT-TTC&plan_id=
SIGNSAT-132E,132.1,CHN ,n/a,Non-Planned,C,n/a,n/a,2018-02-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-132E&sel_satname=SIGNSAT-132E&plan_id=
LB-SAT-133E_1,133.0,F ,n/a,Non-Planned,C,n/a,n/a,2016-08-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LB-SAT-133E_1&sel_satname=LB-SAT-133E_1&plan_id=
FYGEOSAT-A-133E,133.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2016-06-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FYGEOSAT-A-133E&sel_satname=FYGEOSAT-A-133E&plan_id=
LB-SAT-133E,133.0,F ,MCSAT-4E132,Non-Planned,C,n/a,n/a,2016-08-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LB-SAT-133E&sel_satname=LB-SAT-133E&plan_id=
BGD00000,133.0,BGD ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BGD00000&sel_satname=BGD00000&plan_id=plan
ITS-AR-133.5E,133.5,CHN ,n/a,Non-Planned,C,n/a,n/a,2015-11-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITS-AR-133.5E&sel_satname=ITS-AR-133.5E&plan_id=
F-SAT-N8-133.5E,133.5,F ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-133.5E&sel_satname=F-SAT-N8-133.5E&plan_id=
UK-KA-134E,134.0,G ,n/a,Non-Planned,C,n/a,n/a,2016-03-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-134E&sel_satname=UK-KA-134E&plan_id=
ONETEL-134E,134.0,CYP ,n/a,Non-Planned,C,n/a,n/a,2017-12-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ONETEL-134E&sel_satname=ONETEL-134E&plan_id=
KYPROS-134E,134.0,CYP ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-134E&sel_satname=KYPROS-134E&plan_id=
UK-KA-134E-VB,134.0,G ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-134E-VB&sel_satname=UK-KA-134E-VB&plan_id=
CHNBSAT-K-134E,134.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNBSAT-K-134E&sel_satname=CHNBSAT-K-134E&plan_id=
USGOVSAT-20R,134.0,USA ,n/a,Non-Planned,N,2016-05-26,2016-09-14,2010-05-24,"[['T', '2016-08-27', '2019-07-22']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGOVSAT-20R&sel_satname=USGOVSAT-20R&plan_id=
TONGASAT AP-2,134.0,TON ,n/a,Non-Planned,N,1993-07-21,1990-02-20,1989-02-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TONGASAT+AP-2&sel_satname=TONGASAT+AP-2&plan_id=
TONGASAT-2/134E,134.0,TON ,n/a,Non-Planned,N,2009-05-14,2009-05-11,2002-05-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TONGASAT-2/134E&sel_satname=TONGASAT-2/134E&plan_id=
CHINASAT-134E,134.0,CHN ,n/a,Non-Planned,N,2005-05-25,2005-11-22,2002-05-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-134E&sel_satname=CHINASAT-134E&plan_id=
APSTAR-2,134.0,CHN ,n/a,Non-Planned,N,2002-05-01,1993-10-18,1992-11-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=APSTAR-2&sel_satname=APSTAR-2&plan_id=
TONGASAT C/KU-2,134.0,TON ,n/a,Non-Planned,N,1993-07-21,1990-11-29,1990-05-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TONGASAT+C/KU-2&sel_satname=TONGASAT+C/KU-2&plan_id=
MADAR-134E,134.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2020-11-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-134E&sel_satname=MADAR-134E&plan_id=
APSTAR-134E-AP30B,134.0,CHN ,n/a,Planned,P,n/a,n/a,2016-04-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=APSTAR-134E-AP30B&sel_satname=APSTAR-134E-AP30B&plan_id=plan
G4SAT-134E,134.0,CHN ,n/a,Non-Planned,N,2018-06-02,2019-01-25,2012-02-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=G4SAT-134E&sel_satname=G4SAT-134E&plan_id=
S-SAT-2-135E,135.0,J ,n/a,Non-Planned,C,n/a,n/a,2018-12-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S-SAT-2-135E&sel_satname=S-SAT-2-135E&plan_id=
AUS-NBN-135E,135.0,AUS ,n/a,Non-Planned,C,n/a,n/a,2017-09-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AUS-NBN-135E&sel_satname=AUS-NBN-135E&plan_id=
CHN00002,135.5,CHN ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHN00002&sel_satname=CHN00002&plan_id=plan
D-STAR-2,136.0,J ,n/a,Non-Planned,N,2006-07-01,1998-11-02,1997-10-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=D-STAR-2&sel_satname=D-STAR-2&plan_id=
N-STAR-B2,136.0,J ,n/a,Non-Planned,N,2005-12-27,1998-11-02,1997-10-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-STAR-B2&sel_satname=N-STAR-B2&plan_id=
N-STAR-B,136.0,J ,n/a,Non-Planned,N,1995-08-01,1991-05-16,1991-05-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-STAR-B&sel_satname=N-STAR-B&plan_id=
JCSAT-FO-136E,136.0,J ,n/a,Non-Planned,N,2005-12-27,2005-12-27,2002-12-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JCSAT-FO-136E&sel_satname=JCSAT-FO-136E&plan_id=
N-STAR-E,136.0,J ,n/a,Non-Planned,N,2007-10-15,2007-10-03,2007-03-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-STAR-E&sel_satname=N-STAR-E&plan_id=
N-SAT-Y18-136E,136.0,J ,n/a,Non-Planned,C,n/a,n/a,2018-01-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-136E&sel_satname=N-SAT-Y18-136E&plan_id=
N-SAT-Y12-136E,136.0,J ,n/a,Non-Planned,N,2019-02-22,2017-01-01,2012-03-01,"[['P', '2022-04-07', 'n/a'], ['P', '2019-12-25', '2022-01-05'], ['P', '2019-05-28', '2022-01-05']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-Y12-136E&sel_satname=N-SAT-Y12-136E&plan_id=
SE-8-136E,136.0,NOR ,n/a,Non-Planned,C,n/a,n/a,2019-03-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-8-136E&sel_satname=SE-8-136E&plan_id=
N-SAT-Y15-136E,136.0,J ,N-SAT-Y15-138E,Non-Planned,N,2022-01-05,2020-01-09,2015-11-28,"[['P', '2022-04-07', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-Y15-136E&sel_satname=N-SAT-Y15-136E&plan_id=
JMCS-6-136E,136.0,J ,n/a,Non-Planned,C,n/a,n/a,2021-01-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-136E&sel_satname=JMCS-6-136E&plan_id=
F-SAT-N9-136E,136.0,F ,n/a,Non-Planned,C,n/a,n/a,2021-06-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N9-136E&sel_satname=F-SAT-N9-136E&plan_id=
N-SAT-Y22-136E,136.0,J ,n/a,Non-Planned,C,n/a,n/a,2022-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-136E&sel_satname=N-SAT-Y22-136E&plan_id=
F-SAT-N6-136.5E,136.5,F ,n/a,Non-Planned,C,n/a,n/a,2017-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-136.5E&sel_satname=F-SAT-N6-136.5E&plan_id=
F-SAT-N8-136.5E,136.5,F ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-136.5E&sel_satname=F-SAT-N8-136.5E&plan_id=
F-SAT-30B-136.5E,136.5,F ,n/a,Planned,P,n/a,n/a,2017-03-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-136.5E&sel_satname=F-SAT-30B-136.5E&plan_id=plan
F-SAT-P-30B-136.5E-F,136.5,F ,n/a,Planned,P,n/a,n/a,2021-04-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-136.5E-F&sel_satname=F-SAT-P-30B-136.5E-F&plan_id=plan
AMS-30B-B2-137E,137.0,ISR ,n/a,Planned,P,n/a,n/a,2017-02-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AMS-30B-B2-137E&sel_satname=AMS-30B-B2-137E&plan_id=plan
MT-SAT-FSS-137E,137.0,F ,n/a,Planned,P,n/a,n/a,2021-04-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MT-SAT-FSS-137E&sel_satname=MT-SAT-FSS-137E&plan_id=plan
QZSS-GS-ISR5,137.0,J ,n/a,Non-Planned,A,n/a,n/a,2020-01-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=QZSS-GS-ISR5&sel_satname=QZSS-GS-ISR5&plan_id=
S-SAT-2-137E,137.0,J ,n/a,Non-Planned,C,n/a,n/a,2018-12-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S-SAT-2-137E&sel_satname=S-SAT-2-137E&plan_id=
QZSS-GS-A5,137.0,J ,n/a,Non-Planned,C,n/a,n/a,2018-03-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QZSS-GS-A5&sel_satname=QZSS-GS-A5&plan_id=
PESSE-137E-VB,137.0,HOL ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-137E-VB&sel_satname=PESSE-137E-VB&plan_id=
PESSE-137E-KA,137.0,HOL ,PESSE1-137E-KA,Non-Planned,C,n/a,n/a,2016-12-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-137E-KA&sel_satname=PESSE-137E-KA&plan_id=
CHNHTSAT-137.2E,137.2,CHN ,n/a,Non-Planned,C,n/a,n/a,2021-06-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-137.2E&sel_satname=CHNHTSAT-137.2E&plan_id=
UK-KA-137.5E-VB,137.5,G ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-137.5E-VB&sel_satname=UK-KA-137.5E-VB&plan_id=
UK-KA-137.5E,137.5,G ,n/a,Non-Planned,C,n/a,n/a,2016-03-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-137.5E&sel_satname=UK-KA-137.5E&plan_id=
USGAE-28A,137.7,USA ,n/a,Non-Planned,N,2020-02-15,2020-06-05,2016-04-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGAE-28A&sel_satname=USGAE-28A&plan_id=
N-SAT-Y21-138E,138.0,J ,n/a,Non-Planned,C,n/a,n/a,2021-01-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y21-138E&sel_satname=N-SAT-Y21-138E&plan_id=
MADAR-138E,138.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2020-07-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-138E&sel_satname=MADAR-138E&plan_id=
SE-8-138E,138.0,NOR ,n/a,Non-Planned,C,n/a,n/a,2019-03-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-8-138E&sel_satname=SE-8-138E&plan_id=
TSAT-1,138.0,G ,n/a,Non-Planned,C,n/a,n/a,2018-07-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TSAT-1&sel_satname=TSAT-1&plan_id=
HISPASAT-69A,138.0,E ,n/a,Non-Planned,C,n/a,n/a,2017-07-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-69A&sel_satname=HISPASAT-69A&plan_id=
TONGASAT AP-3,138.0,TON ,n/a,Non-Planned,N,1994-07-23,1990-02-20,1989-02-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TONGASAT+AP-3&sel_satname=TONGASAT+AP-3&plan_id=
APSTAR-5-KU,138.0,CHN ,n/a,Non-Planned,N,2006-08-01,2003-10-31,2001-08-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=APSTAR-5-KU&sel_satname=APSTAR-5-KU&plan_id=
CHINASAT-138E,138.0,CHN ,n/a,Non-Planned,N,2004-08-18,2004-06-21,2002-05-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-138E&sel_satname=CHINASAT-138E&plan_id=
TONGASAT-2/138E,138.0,TON ,n/a,Non-Planned,N,2009-05-14,2009-05-11,2002-05-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TONGASAT-2/138E&sel_satname=TONGASAT-2/138E&plan_id=
TONGASAT C/KU-3,138.0,TON ,n/a,Non-Planned,N,1999-02-01,1990-11-29,1990-05-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TONGASAT+C/KU-3&sel_satname=TONGASAT+C/KU-3&plan_id=
G4SAT-138E,138.0,CHN ,n/a,Non-Planned,N,2018-11-01,2019-01-25,2012-02-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=G4SAT-138E&sel_satname=G4SAT-138E&plan_id=
IOMSAT-KA-138E,138.0,G ,n/a,Non-Planned,N,2018-10-28,2019-02-06,2012-03-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=IOMSAT-KA-138E&sel_satname=IOMSAT-KA-138E&plan_id=
RUS00003,138.5,RUS ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=RUS00003&sel_satname=RUS00003&plan_id=plan
USOBO-11B,139.0,USA ,n/a,Non-Planned,N,2019-07-19,2019-10-23,2018-05-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USOBO-11B&sel_satname=USOBO-11B&plan_id=
USOBO-11C,139.0,USA ,n/a,Non-Planned,C,n/a,n/a,2022-12-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-11C&sel_satname=USOBO-11C&plan_id=
RST-5,140.0,RUS ,n/a,Non-Planned,N,2014-06-10,2014-08-01,1994-05-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=RST-5&sel_satname=RST-5&plan_id=
COMPASS-30B-140E,140.0,CHN ,n/a,Planned,N,n/a,2022-07-06,2014-08-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-30B-140E&sel_satname=COMPASS-30B-140E&plan_id=plan
NUSANTARA-B6A-30B,140.0,INS ,n/a,Planned,P,n/a,n/a,2017-05-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NUSANTARA-B6A-30B&sel_satname=NUSANTARA-B6A-30B&plan_id=plan
EXPRESS-10P,140.0,RUS ,n/a,Planned,N,2014-04-22,2014-07-04,2009-02-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-10P&sel_satname=EXPRESS-10P&plan_id=plan
COMPASS-140E,140.0,CHN ,n/a,Non-Planned,N,2006-10-17,2003-12-31,2000-04-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-140E&sel_satname=COMPASS-140E&plan_id=
F-SAT-N7-140E,140.0,F ,n/a,Non-Planned,C,n/a,n/a,2019-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-140E&sel_satname=F-SAT-N7-140E&plan_id=
CHINASAT-32,140.0,CHN ,n/a,Non-Planned,N,2000-07-31,1995-08-01,1994-08-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-32&sel_satname=CHINASAT-32&plan_id=
